model,tp,isl,osl,request_rate,max_concurrency,num_prompts,request_throughput,output_throughput,total_token_throughput,mean_ttft_ms,median_ttft_ms,p99_ttft_ms,mean_tpot_ms,median_tpot_ms,p99_tpot_ms,gpu_util_mean_pct,gpu_util_p95_pct,mem_used_mean_mb,mem_used_max_mb,gpu_power_mean_w,gpu_power_p95_w,completed,failed
openai/gpt-oss-20b,1,1024,1024,1.000000,256,300,0.875575,896.588863,1793.177725,115.055260,116.229243,137.682919,41.062234,40.602454,42.347143,17.276163,23.000000,148526.000000,148526.000000,200.560727,213.460000,300,0
openai/gpt-oss-20b,1,1024,1024,2.000000,256,300,1.565380,1602.948846,3205.897692,122.970370,123.514554,151.226283,42.942658,43.202103,44.867580,19.565657,27.000000,148526.000000,148526.000000,210.564848,232.900000,300,0
openai/gpt-oss-20b,1,1024,1024,4.000000,256,300,2.540725,2601.701948,5203.403896,117.883172,118.791482,139.147402,39.521117,39.149570,42.035982,23.722222,38.000000,148526.000000,148526.000000,222.428730,259.590000,300,0
openai/gpt-oss-20b,1,1024,1024,8.000000,256,300,3.313796,3393.327041,6786.654083,125.447296,125.103545,171.725557,40.992131,41.035500,41.328819,25.484848,40.000000,148526.000000,148526.000000,229.682323,280.510000,300,0
openai/gpt-oss-20b,1,1024,1024,16.000000,256,300,3.417560,3499.581417,6999.162834,122.357292,124.330014,154.350479,40.965973,40.767981,42.040929,25.371134,42.000000,148526.000000,148526.000000,230.467629,291.870000,300,0
