timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/03/05 02:06:56.143, 0, 0, 0, 148526, 183359, 156.95
2026/03/05 02:06:56.170, 0, 0, 0, 148526, 183359, 156.95
2026/03/05 02:06:57.197, 0, 0, 0, 148526, 183359, 156.79
2026/03/05 02:06:58.228, 0, 0, 0, 148526, 183359, 156.65
2026/03/05 02:06:59.257, 0, 0, 0, 148526, 183359, 156.70
2026/03/05 02:07:00.287, 0, 0, 0, 148526, 183359, 156.76
2026/03/05 02:07:01.316, 0, 0, 0, 148526, 183359, 156.77
2026/03/05 02:07:02.346, 0, 0, 0, 148526, 183359, 156.77
2026/03/05 02:07:03.376, 0, 0, 0, 148526, 183359, 156.71
2026/03/05 02:07:04.406, 0, 0, 0, 148526, 183359, 156.71
2026/03/05 02:07:05.436, 0, 0, 0, 148526, 183359, 156.74
2026/03/05 02:07:06.466, 0, 0, 0, 148526, 183359, 159.25
2026/03/05 02:07:07.495, 0, 0, 0, 148526, 183359, 156.73
2026/03/05 02:07:08.523, 0, 0, 0, 148526, 183359, 156.73
2026/03/05 02:07:09.551, 0, 0, 0, 148526, 183359, 156.74
2026/03/05 02:07:10.581, 0, 0, 0, 148526, 183359, 156.70
2026/03/05 02:07:11.608, 0, 0, 0, 148526, 183359, 156.72
2026/03/05 02:07:12.637, 0, 0, 0, 148526, 183359, 156.71
2026/03/05 02:07:13.665, 0, 0, 0, 148526, 183359, 156.77
2026/03/05 02:07:14.694, 0, 0, 0, 148526, 183359, 156.75
2026/03/05 02:07:15.720, 0, 0, 0, 148526, 183359, 156.81
2026/03/05 02:07:16.747, 0, 0, 0, 148526, 183359, 156.77
2026/03/05 02:07:17.774, 0, 0, 0, 148526, 183359, 156.66
2026/03/05 02:07:18.802, 0, 0, 0, 148526, 183359, 156.86
2026/03/05 02:07:19.829, 0, 0, 0, 148526, 183359, 156.61
2026/03/05 02:07:20.857, 0, 0, 0, 148526, 183359, 156.72
2026/03/05 02:07:21.884, 0, 0, 0, 148526, 183359, 159.06
2026/03/05 02:07:22.914, 0, 0, 0, 148526, 183359, 156.77
2026/03/05 02:07:23.946, 0, 0, 0, 148526, 183359, 156.70
2026/03/05 02:07:24.979, 0, 0, 0, 148526, 183359, 156.65
2026/03/05 02:07:26.007, 0, 0, 0, 148526, 183359, 156.67
2026/03/05 02:07:27.035, 0, 0, 0, 148526, 183359, 156.75
2026/03/05 02:07:28.064, 0, 0, 0, 148526, 183359, 156.67
2026/03/05 02:07:29.092, 0, 0, 0, 148526, 183359, 156.65
2026/03/05 02:07:30.128, 0, 0, 0, 148526, 183359, 156.61
2026/03/05 02:07:31.159, 0, 0, 0, 148526, 183359, 156.59
