label,m,n,k,dtype,max_tflops,mean_tflops,median_tflops,min_ms,mean_ms,median_ms,gpu_name,app_sm_mhz,app_mem_mhz,cur_sm_mhz,cur_mem_mhz
node2_gpu1,256,4096,4096,bf16,278.17,233.09,240.64,0.0309,0.0381,0.0357,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,2304,4096,4096,bf16,1174.49,1094.25,1106.95,0.0658,0.0709,0.0698,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,4352,4096,4096,bf16,1028.02,983.31,988.50,0.1420,0.1487,0.1477,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,6400,4096,4096,bf16,1145.20,1113.83,1118.02,0.1875,0.1929,0.1921,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,8448,4096,4096,bf16,1309.44,1267.86,1269.56,0.2165,0.2236,0.2233,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,10496,4096,4096,bf16,1381.78,1327.43,1329.45,0.2549,0.2654,0.2649,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,12544,4096,4096,bf16,1438.31,1296.84,1377.82,0.2926,0.3960,0.3055,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,14592,4096,4096,bf16,1563.70,1495.59,1500.01,0.3131,0.3277,0.3264,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,16640,4096,4096,bf16,1594.03,1552.48,1551.93,0.3503,0.3598,0.3598,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,18688,4096,4096,bf16,1561.92,1539.38,1539.40,0.4015,0.4074,0.4073,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,256,4096,4096,bf16,246.95,225.72,237.56,0.0348,0.0391,0.0362,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,2304,4096,4096,bf16,882.37,846.92,844.75,0.0876,0.0913,0.0915,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,4352,4096,4096,bf16,1078.05,1033.68,1035.96,0.1355,0.1413,0.1410,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,6400,4096,4096,bf16,1187.77,1157.45,1157.35,0.1808,0.1856,0.1856,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,8448,4096,4096,bf16,1344.21,1309.24,1308.09,0.2109,0.2166,0.2167,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,10496,4096,4096,bf16,1426.92,1391.98,1389.54,0.2468,0.2530,0.2535,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,12544,4096,4096,bf16,1439.73,1416.08,1414.72,0.2924,0.2973,0.2975,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,14592,4096,4096,bf16,1489.57,1465.08,1469.04,0.3287,0.3343,0.3333,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,16640,4096,4096,bf16,1617.53,1579.43,1584.91,0.3452,0.3536,0.3523,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,18688,4096,4096,bf16,1559.93,1538.58,1538.92,0.4020,0.4076,0.4075,NVIDIA GB200,2062,3996,1950,3996
