run_id,label,host,work_dir,bytes_per_file,block_bytes,files,fsync,write_mb_s_mean,read_mb_s_mean
2026-02-08_gb200_fullflags_all_233428,node1,node1,/tmp/aisp_checkpoint_io_2026-02-08_gb200_fullflags_all_233428_node1,4294967296,4194304,1,1,651.182,7481.801
