run_id,label,host,work_dir,bytes_per_file,block_bytes,files,fsync,write_mb_s_mean,read_mb_s_mean
2026-02-09_fresh_full_suite_e2e_green_strict,node2,node2,/tmp/aisp_checkpoint_io_2026-02-09_fresh_full_suite_e2e_green_strict_node2,4294967296,4194304,1,1,613.756,7746.541
