run_id,label,cpu_node,node,bytes,iters,threads,warmup,elapsed_s,bw_gbps,rc,error
2026-02-08_gb200_fullflags_all_233428,node2,0,0,1073741824,10,16,2,0.078999,135.91876,0,
2026-02-08_gb200_fullflags_all_233428,node2,0,1,1073741824,10,16,2,0.163009,65.870285,0,
2026-02-08_gb200_fullflags_all_233428,node2,0,2,1073741824,10,16,2,0.302328,35.515833,0,
2026-02-08_gb200_fullflags_all_233428,node2,0,10,1073741824,10,16,2,0.302778,35.463035,0,
2026-02-08_gb200_fullflags_all_233428,node2,0,18,1073741824,10,16,2,0.327982,32.737797,0,
2026-02-08_gb200_fullflags_all_233428,node2,0,26,1073741824,10,16,2,0.327982,32.73781,0,
