run_id,label,file_size,runtime_s,numjobs,iodepth,seq_write_bw_mb_s,seq_read_bw_mb_s,rand_read_iops,rand_write_iops,rand_read_p99_lat_ms,rand_write_p99_lat_ms
2026-02-08_gb200_fullflags_all_233428,node1,8G,30,4,64,722.3370208740234,1438.489483833313,39561.925077,17742.245027,,
