label,m,n,k,dtype,max_tflops,mean_tflops,median_tflops,min_ms,mean_ms,median_ms,gpu_name,app_sm_mhz,app_mem_mhz,cur_sm_mhz,cur_mem_mhz
node2_gpu0,256,4096,4096,bf16,242.49,211.41,218.96,0.0354,0.0415,0.0392,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,2304,4096,4096,bf16,866.54,835.18,835.52,0.0892,0.0926,0.0925,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,4352,4096,4096,bf16,1054.39,1020.44,1022.84,0.1385,0.1432,0.1428,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,6400,4096,4096,bf16,1146.57,1124.28,1130.92,0.1873,0.1911,0.1899,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,8448,4096,4096,bf16,1318.21,1299.67,1302.51,0.2150,0.2181,0.2176,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,10496,4096,4096,bf16,1375.56,1342.39,1345.46,0.2560,0.2624,0.2618,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,12544,4096,4096,bf16,1435.80,1412.49,1412.44,0.2932,0.2980,0.2980,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,14592,4096,4096,bf16,1612.99,1573.42,1580.75,0.3036,0.3113,0.3097,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,16640,4096,4096,bf16,1517.90,1488.37,1489.27,0.3678,0.3752,0.3749,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,18688,4096,4096,bf16,1556.58,1538.30,1538.80,0.4028,0.4077,0.4075,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,256,4096,4096,bf16,269.78,229.18,238.29,0.0318,0.0387,0.0360,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,2304,4096,4096,bf16,889.84,841.06,838.72,0.0869,0.0920,0.0922,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,4352,4096,4096,bf16,1070.47,1028.48,1029.42,0.1364,0.1421,0.1419,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,6400,4096,4096,bf16,1187.77,1153.65,1158.35,0.1808,0.1862,0.1854,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,8448,4096,4096,bf16,1349.95,1291.21,1284.11,0.2100,0.2197,0.2208,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,10496,4096,4096,bf16,1402.56,1371.65,1373.76,0.2511,0.2568,0.2564,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,12544,4096,4096,bf16,1449.40,1417.51,1423.91,0.2904,0.2970,0.2956,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,14592,4096,4096,bf16,1533.15,1507.34,1508.06,0.3194,0.3249,0.3247,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,16640,4096,4096,bf16,1627.18,1590.64,1593.67,0.3431,0.3511,0.3504,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,18688,4096,4096,bf16,1579.41,1541.93,1539.16,0.3970,0.4067,0.4074,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,256,4096,4096,bf16,234.44,191.66,199.22,0.0366,0.0459,0.0431,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,2304,4096,4096,bf16,789.52,759.03,762.24,0.0979,0.1019,0.1014,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,4352,4096,4096,bf16,990.32,950.42,952.10,0.1475,0.1537,0.1534,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,6400,4096,4096,bf16,1131.30,1081.84,1081.27,0.1898,0.1986,0.1986,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,8448,4096,4096,bf16,1276.97,1240.02,1244.07,0.2220,0.2287,0.2279,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,10496,4096,4096,bf16,1365.83,1337.21,1339.81,0.2579,0.2634,0.2629,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,12544,4096,4096,bf16,1443.36,1419.34,1420.98,0.2916,0.2966,0.2962,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,14592,4096,4096,bf16,1487.97,1451.68,1459.52,0.3291,0.3375,0.3355,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,16640,4096,4096,bf16,1519.75,1490.92,1493.74,0.3674,0.3745,0.3738,NVIDIA GB200,2062,3996,1950,3996
node2_gpu0,18688,4096,4096,bf16,1568.04,1542.67,1543.34,0.3999,0.4065,0.4063,NVIDIA GB200,2062,3996,1950,3996
