run_id,label,host,work_dir,bytes_per_file,block_bytes,files,fsync,write_mb_s_mean,read_mb_s_mean
2026-02-09_gb200_fullflags_all_0117,node2,node2,/tmp/aisp_checkpoint_io_2026-02-09_gb200_fullflags_all_0117_node2,4294967296,4194304,1,1,663.776,7617.209
