run_id,label,file_size,runtime_s,numjobs,iodepth,seq_write_bw_mb_s,seq_read_bw_mb_s,rand_read_iops,rand_write_iops,rand_read_p99_lat_ms,rand_write_p99_lat_ms
2026-02-09_gb200_fullflags_all_0117,node1,8G,30,4,64,649.8250284194946,706.9293069839478,19913.553504,17712.838626,,
