label,m,n,k,dtype,max_tflops,mean_tflops,median_tflops,min_ms,mean_ms,median_ms,gpu_name,app_sm_mhz,app_mem_mhz,cur_sm_mhz,cur_mem_mhz
node1_gpu0,256,4096,4096,bf16,228.85,207.78,215.53,0.0375,0.0422,0.0399,NVIDIA GB200,2062,3996,1950,3996
node1_gpu0,2304,4096,4096,bf16,898.45,865.94,866.23,0.0860,0.0894,0.0892,NVIDIA GB200,2062,3996,1950,3996
node1_gpu0,4352,4096,4096,bf16,1082.40,1050.55,1057.94,0.1349,0.1391,0.1380,NVIDIA GB200,2062,3996,1950,3996
node1_gpu0,6400,4096,4096,bf16,1214.86,1176.50,1176.83,0.1768,0.1826,0.1825,NVIDIA GB200,2062,3996,1950,3996
node1_gpu0,8448,4096,4096,bf16,1364.51,1326.34,1324.81,0.2077,0.2138,0.2140,NVIDIA GB200,2062,3996,1950,3996
node1_gpu0,10496,4096,4096,bf16,1512.21,1476.91,1484.97,0.2329,0.2386,0.2372,NVIDIA GB200,2062,3996,1950,3996
node1_gpu0,12544,4096,4096,bf16,1466.04,1446.57,1449.64,0.2871,0.2910,0.2904,NVIDIA GB200,2062,3996,1950,3996
node1_gpu0,14592,4096,4096,bf16,1640.14,1594.69,1595.08,0.2985,0.3071,0.3070,NVIDIA GB200,2062,3996,1950,3996
node1_gpu0,16640,4096,4096,bf16,1628.25,1590.00,1598.27,0.3429,0.3512,0.3493,NVIDIA GB200,2062,3996,1950,3996
node1_gpu0,18688,4096,4096,bf16,1668.58,1649.04,1652.96,0.3758,0.3803,0.3794,NVIDIA GB200,2062,3996,1950,3996
