run_id,label,cpu_node,node,bytes,iters,threads,warmup,elapsed_s,bw_gbps,rc,error
2026-02-08_gb200_fullflags_all_233428,node1,0,0,1073741824,10,16,2,0.079527,135.016212,0,
2026-02-08_gb200_fullflags_all_233428,node1,0,1,1073741824,10,16,2,0.161427,66.515717,0,
2026-02-08_gb200_fullflags_all_233428,node1,0,2,1073741824,10,16,2,0.176337,60.891463,0,
2026-02-08_gb200_fullflags_all_233428,node1,0,10,1073741824,10,16,2,0.302956,35.442187,0,
2026-02-08_gb200_fullflags_all_233428,node1,0,18,1073741824,10,16,2,0.327644,32.771611,0,
2026-02-08_gb200_fullflags_all_233428,node1,0,26,1073741824,10,16,2,0.331249,32.414899,0,
