label,m,n,k,dtype,max_tflops,mean_tflops,median_tflops,min_ms,mean_ms,median_ms,gpu_name,app_sm_mhz,app_mem_mhz,cur_sm_mhz,cur_mem_mhz
node1_gpu1,256,4096,4096,bf16,234.65,203.88,216.23,0.0366,0.0435,0.0397,NVIDIA GB200,2062,3996,1950,3996
node1_gpu1,2304,4096,4096,bf16,1109.24,1055.71,1056.14,0.0697,0.0733,0.0732,NVIDIA GB200,2062,3996,1950,3996
node1_gpu1,4352,4096,4096,bf16,1276.48,1215.45,1229.22,0.1144,0.1203,0.1188,NVIDIA GB200,2062,3996,1950,3996
node1_gpu1,6400,4096,4096,bf16,1308.42,1274.49,1276.68,0.1641,0.1686,0.1682,NVIDIA GB200,2062,3996,1950,3996
node1_gpu1,8448,4096,4096,bf16,1503.46,1455.55,1450.65,0.1885,0.1948,0.1954,NVIDIA GB200,2062,3996,1950,3996
node1_gpu1,10496,4096,4096,bf16,1408.84,1368.41,1371.10,0.2500,0.2574,0.2569,NVIDIA GB200,2062,3996,1950,3996
node1_gpu1,12544,4096,4096,bf16,1434.54,1411.77,1408.96,0.2934,0.2982,0.2987,NVIDIA GB200,2062,3996,1950,3996
node1_gpu1,14592,4096,4096,bf16,1510.89,1486.65,1485.95,0.3241,0.3294,0.3295,NVIDIA GB200,2062,3996,1950,3996
node1_gpu1,16640,4096,4096,bf16,1515.79,1503.42,1506.70,0.3684,0.3714,0.3706,NVIDIA GB200,2062,3996,1950,3996
node1_gpu1,18688,4096,4096,bf16,1585.68,1566.03,1567.54,0.3955,0.4004,0.4000,NVIDIA GB200,2062,3996,1950,3996
