run_id,label,file_size,runtime_s,numjobs,iodepth,seq_write_bw_mb_s,seq_read_bw_mb_s,rand_read_iops,rand_write_iops,rand_read_p99_lat_ms,rand_write_p99_lat_ms
2026-02-09_fresh_full_suite_e2e_green_strict,node2,8G,30,4,64,775.5299291610718,1460.3539638519287,38579.242076,18112.36629,,
