label,m,n,k,dtype,max_tflops,mean_tflops,median_tflops,min_ms,mean_ms,median_ms,gpu_name,app_sm_mhz,app_mem_mhz,cur_sm_mhz,cur_mem_mhz
node1_gpu2,256,4096,4096,bf16,232.81,208.46,219.13,0.0369,0.0423,0.0392,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,2304,4096,4096,bf16,949.28,917.15,916.52,0.0814,0.0843,0.0844,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,4352,4096,4096,bf16,1108.16,1075.03,1081.00,0.1318,0.1360,0.1351,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,6400,4096,4096,bf16,1227.75,1202.84,1205.59,0.1749,0.1786,0.1781,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,8448,4096,4096,bf16,1388.46,1329.46,1318.31,0.2042,0.2133,0.2150,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,10496,4096,4096,bf16,1446.43,1426.40,1430.35,0.2435,0.2469,0.2462,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,12544,4096,4096,bf16,1631.73,1588.55,1603.38,0.2580,0.2652,0.2625,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,14592,4096,4096,bf16,1717.07,1636.09,1644.96,0.2852,0.2998,0.2977,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,16640,4096,4096,bf16,1710.79,1674.25,1682.66,0.3264,0.3336,0.3318,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,18688,4096,4096,bf16,1605.95,1581.92,1582.67,0.3905,0.3964,0.3962,NVIDIA GB200,2062,3996,1950,3996
