run_id,label,host,work_dir,bytes_per_file,block_bytes,files,fsync,write_mb_s_mean,read_mb_s_mean
2026-02-09_gb200_fullflags_all_0117,node1,node1,/tmp/aisp_checkpoint_io_2026-02-09_gb200_fullflags_all_0117_node1,4294967296,4194304,1,1,634.906,13984.502
