label,m,n,k,dtype,iters,avg_ms,p50_ms,p99_ms,avg_tflops,p50_tflops,p99_tflops,physical_gpu,app_sm_mhz,app_mem_mhz,cur_sm_mhz,cur_mem_mhz
node2_gpu0,16384,16384,16384,bf16,50,5.973591997753829,6.035308004356921,6.194284011144191,1472.4964519698497,1457.4389601753637,1420.0338580508856,0,2062,3996,1950,3996
node2_gpu1,16384,16384,16384,bf16,50,5.714354073861614,5.8983489871025085,5.988587974570692,1539.2978643802915,1491.2805331528834,1468.80918499633,1,2062,3996,1950,3996
node2_gpu2,16384,16384,16384,bf16,50,5.745456898584962,5.84810902364552,6.019083957653493,1530.9649306349115,1504.0918332136023,1461.3673914655128,2,2062,3996,1950,3996
node2_gpu3,16384,16384,16384,bf16,50,5.720032621175051,5.808493995573372,5.9021569904871285,1537.7697304811948,1514.350024104607,1490.3183762114777,3,2062,3996,1950,3996
