label,m,n,k,dtype,max_tflops,mean_tflops,median_tflops,min_ms,mean_ms,median_ms,gpu_name,app_sm_mhz,app_mem_mhz,cur_sm_mhz,cur_mem_mhz
node1_gpu3,256,4096,4096,bf16,268.97,215.78,229.93,0.0319,0.0423,0.0374,NVIDIA GB200,2062,3996,1950,3996
node1_gpu3,2304,4096,4096,bf16,1158.16,1074.89,1083.13,0.0668,0.0721,0.0714,NVIDIA GB200,2062,3996,1950,3996
node1_gpu3,4352,4096,4096,bf16,1110.32,1043.69,1044.38,0.1315,0.1400,0.1398,NVIDIA GB200,2062,3996,1950,3996
node1_gpu3,6400,4096,4096,bf16,1374.62,1255.37,1250.28,0.1562,0.1713,0.1718,NVIDIA GB200,2062,3996,1950,3996
node1_gpu3,8448,4096,4096,bf16,1366.82,1325.61,1325.12,0.2074,0.2139,0.2139,NVIDIA GB200,2062,3996,1950,3996
node1_gpu3,10496,4096,4096,bf16,1424.71,1384.39,1394.38,0.2472,0.2545,0.2526,NVIDIA GB200,2062,3996,1950,3996
node1_gpu3,12544,4096,4096,bf16,1464.57,1426.08,1421.83,0.2874,0.2952,0.2960,NVIDIA GB200,2062,3996,1950,3996
node1_gpu3,14592,4096,4096,bf16,1582.79,1544.71,1545.07,0.3093,0.3170,0.3169,NVIDIA GB200,2062,3996,1950,3996
node1_gpu3,16640,4096,4096,bf16,1599.15,1570.93,1573.12,0.3492,0.3555,0.3549,NVIDIA GB200,2062,3996,1950,3996
node1_gpu3,18688,4096,4096,bf16,1701.02,1648.72,1653.53,0.3686,0.3806,0.3792,NVIDIA GB200,2062,3996,1950,3996
node1_gpu3,256,4096,4096,bf16,136.33,116.34,122.55,0.0630,0.0764,0.0701,NVIDIA GB200,2062,3996,1950,3996
node1_gpu3,2304,4096,4096,bf16,513.92,478.41,491.74,0.1504,0.1623,0.1572,NVIDIA GB200,2062,3996,1950,3996
node1_gpu3,4352,4096,4096,bf16,1207.25,1148.75,1156.76,0.1210,0.1273,0.1262,NVIDIA GB200,2062,3996,1950,3996
node1_gpu3,6400,4096,4096,bf16,1036.43,1010.68,1014.58,0.2072,0.2126,0.2117,NVIDIA GB200,2062,3996,1950,3996
node1_gpu3,8448,4096,4096,bf16,1243.63,1219.37,1222.86,0.2279,0.2325,0.2318,NVIDIA GB200,2062,3996,1950,3996
node1_gpu3,10496,4096,4096,bf16,1315.39,1280.24,1289.50,0.2677,0.2753,0.2731,NVIDIA GB200,2062,3996,1950,3996
node1_gpu3,12544,4096,4096,bf16,1387.48,1361.18,1362.12,0.3034,0.3093,0.3090,NVIDIA GB200,2062,3996,1950,3996
node1_gpu3,14592,4096,4096,bf16,1481.49,1454.88,1453.07,0.3305,0.3366,0.3370,NVIDIA GB200,2062,3996,1950,3996
node1_gpu3,16640,4096,4096,bf16,1595.64,1560.73,1562.63,0.3499,0.3578,0.3573,NVIDIA GB200,2062,3996,1950,3996
node1_gpu3,18688,4096,4096,bf16,1597.44,1567.11,1569.48,0.3925,0.4002,0.3995,NVIDIA GB200,2062,3996,1950,3996
