timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/03/05 02:17:10.920, 0, 0, 0, 148526, 183359, 156.93
2026/03/05 02:17:10.950, 0, 0, 0, 148526, 183359, 156.93
2026/03/05 02:17:11.981, 0, 0, 0, 148526, 183359, 157.13
2026/03/05 02:17:13.011, 0, 0, 0, 148526, 183359, 156.87
2026/03/05 02:17:14.039, 0, 0, 0, 148526, 183359, 157.00
2026/03/05 02:17:15.069, 0, 0, 0, 148526, 183359, 156.93
2026/03/05 02:17:16.098, 0, 0, 0, 148526, 183359, 156.96
2026/03/05 02:17:17.128, 0, 0, 0, 148526, 183359, 156.87
2026/03/05 02:17:18.158, 0, 0, 0, 148526, 183359, 156.79
2026/03/05 02:17:19.188, 0, 0, 0, 148526, 183359, 156.85
2026/03/05 02:17:20.221, 0, 0, 0, 148526, 183359, 156.86
2026/03/05 02:17:21.254, 0, 89, 14, 148526, 183359, 213.31
2026/03/05 02:17:22.284, 0, 16, 4, 148526, 183359, 247.55
2026/03/05 02:17:23.314, 0, 16, 4, 148526, 183359, 195.60
2026/03/05 02:17:24.343, 0, 16, 5, 148526, 183359, 193.32
2026/03/05 02:17:25.374, 0, 16, 5, 148526, 183359, 191.16
2026/03/05 02:17:26.402, 0, 17, 5, 148526, 183359, 191.76
2026/03/05 02:17:27.432, 0, 17, 5, 148526, 183359, 202.84
2026/03/05 02:17:28.459, 0, 17, 5, 148526, 183359, 189.86
2026/03/05 02:17:29.489, 0, 17, 5, 148526, 183359, 198.52
2026/03/05 02:17:30.518, 0, 17, 5, 148526, 183359, 193.69
2026/03/05 02:17:31.548, 0, 17, 5, 148526, 183359, 204.25
2026/03/05 02:17:32.577, 0, 17, 6, 148526, 183359, 188.84
2026/03/05 02:17:33.607, 0, 17, 5, 148526, 183359, 191.38
2026/03/05 02:17:34.635, 0, 17, 6, 148526, 183359, 206.02
2026/03/05 02:17:35.665, 0, 18, 6, 148526, 183359, 202.71
2026/03/05 02:17:36.693, 0, 17, 6, 148526, 183359, 199.32
2026/03/05 02:17:37.722, 0, 17, 6, 148526, 183359, 201.86
2026/03/05 02:17:38.749, 0, 17, 6, 148526, 183359, 196.40
2026/03/05 02:17:39.779, 0, 18, 6, 148526, 183359, 201.44
2026/03/05 02:17:40.805, 0, 17, 6, 148526, 183359, 196.03
2026/03/05 02:17:41.833, 0, 17, 6, 148526, 183359, 198.31
2026/03/05 02:17:42.860, 0, 17, 6, 148526, 183359, 197.92
2026/03/05 02:17:43.889, 0, 18, 6, 148526, 183359, 197.84
2026/03/05 02:17:44.916, 0, 17, 6, 148526, 183359, 198.01
2026/03/05 02:17:45.944, 0, 17, 6, 148526, 183359, 198.61
2026/03/05 02:17:46.972, 0, 17, 6, 148526, 183359, 202.57
2026/03/05 02:17:48.003, 0, 17, 6, 148526, 183359, 198.28
2026/03/05 02:17:49.031, 0, 17, 6, 148526, 183359, 200.29
2026/03/05 02:17:50.060, 0, 17, 6, 148526, 183359, 200.27
2026/03/05 02:17:51.087, 0, 18, 6, 148526, 183359, 199.64
2026/03/05 02:17:52.119, 0, 18, 6, 148526, 183359, 197.28
2026/03/05 02:17:53.150, 0, 17, 6, 148526, 183359, 201.41
2026/03/05 02:17:54.184, 0, 17, 6, 148526, 183359, 201.19
2026/03/05 02:17:55.213, 0, 17, 6, 148526, 183359, 198.04
2026/03/05 02:17:56.243, 0, 17, 6, 148526, 183359, 203.00
2026/03/05 02:17:57.272, 0, 13, 4, 148526, 183359, 198.03
2026/03/05 02:17:58.305, 0, 18, 6, 148526, 183359, 203.43
2026/03/05 02:17:59.336, 0, 17, 6, 148526, 183359, 200.21
2026/03/05 02:18:00.367, 0, 17, 6, 148526, 183359, 204.54
2026/03/05 02:18:01.397, 0, 18, 6, 148526, 183359, 198.51
2026/03/05 02:18:02.428, 0, 17, 6, 148526, 183359, 204.14
2026/03/05 02:18:03.458, 0, 18, 6, 148526, 183359, 200.61
2026/03/05 02:18:04.490, 0, 15, 4, 148526, 183359, 288.55
2026/03/05 02:18:05.520, 0, 16, 5, 148526, 183359, 189.56
2026/03/05 02:18:06.550, 0, 18, 5, 148526, 183359, 194.31
2026/03/05 02:18:07.582, 0, 18, 5, 148526, 183359, 197.48
2026/03/05 02:18:08.612, 0, 17, 5, 148526, 183359, 197.68
2026/03/05 02:18:09.643, 0, 18, 6, 148526, 183359, 196.34
2026/03/05 02:18:10.673, 0, 18, 6, 148526, 183359, 197.62
2026/03/05 02:18:11.704, 0, 18, 5, 148526, 183359, 194.77
2026/03/05 02:18:12.734, 0, 18, 6, 148526, 183359, 198.16
2026/03/05 02:18:13.765, 0, 18, 6, 148526, 183359, 195.44
2026/03/05 02:18:14.794, 0, 18, 6, 148526, 183359, 198.10
2026/03/05 02:18:15.824, 0, 18, 6, 148526, 183359, 201.28
2026/03/05 02:18:16.854, 0, 18, 6, 148526, 183359, 200.37
2026/03/05 02:18:17.890, 0, 18, 6, 148526, 183359, 194.93
2026/03/05 02:18:18.921, 0, 17, 5, 148526, 183359, 199.60
2026/03/05 02:18:19.951, 0, 18, 6, 148526, 183359, 198.54
2026/03/05 02:18:20.999, 0, 18, 6, 148548, 183359, 197.97
2026/03/05 02:18:22.030, 0, 18, 6, 149150, 183359, 196.28
2026/03/05 02:18:23.059, 0, 18, 6, 149150, 183359, 204.54
2026/03/05 02:18:24.089, 0, 18, 6, 148526, 183359, 200.53
2026/03/05 02:18:25.120, 0, 18, 6, 148526, 183359, 199.82
2026/03/05 02:18:26.150, 0, 18, 6, 148526, 183359, 201.31
2026/03/05 02:18:27.184, 0, 18, 6, 148526, 183359, 199.96
2026/03/05 02:18:28.212, 0, 18, 6, 148526, 183359, 201.36
2026/03/05 02:18:29.243, 0, 18, 6, 148526, 183359, 198.64
2026/03/05 02:18:30.272, 0, 18, 6, 148526, 183359, 199.97
2026/03/05 02:18:31.303, 0, 18, 6, 148526, 183359, 201.80
2026/03/05 02:18:32.332, 0, 18, 6, 148526, 183359, 198.83
2026/03/05 02:18:33.363, 0, 19, 6, 148526, 183359, 202.13
2026/03/05 02:18:34.393, 0, 18, 6, 148526, 183359, 201.15
2026/03/05 02:18:35.423, 0, 18, 6, 148526, 183359, 199.93
2026/03/05 02:18:36.453, 0, 18, 6, 148526, 183359, 198.60
2026/03/05 02:18:37.484, 0, 18, 6, 148526, 183359, 204.83
2026/03/05 02:18:38.514, 0, 18, 6, 148526, 183359, 201.20
2026/03/05 02:18:39.545, 0, 18, 6, 148526, 183359, 203.51
2026/03/05 02:18:40.575, 0, 18, 6, 148526, 183359, 199.75
2026/03/05 02:18:41.607, 0, 18, 6, 148526, 183359, 202.07
2026/03/05 02:18:42.635, 0, 18, 6, 148526, 183359, 198.10
2026/03/05 02:18:43.666, 0, 18, 6, 148526, 183359, 200.89
2026/03/05 02:18:44.696, 0, 42, 7, 148526, 183359, 286.50
2026/03/05 02:18:45.729, 0, 17, 5, 148526, 183359, 189.61
2026/03/05 02:18:46.757, 0, 17, 5, 148526, 183359, 195.20
2026/03/05 02:18:47.787, 0, 18, 5, 148526, 183359, 198.68
2026/03/05 02:18:48.815, 0, 18, 5, 148526, 183359, 198.07
2026/03/05 02:18:49.844, 0, 18, 5, 148526, 183359, 196.60
2026/03/05 02:18:50.873, 0, 18, 5, 148526, 183359, 196.90
2026/03/05 02:18:51.903, 0, 18, 5, 148526, 183359, 195.29
2026/03/05 02:18:52.933, 0, 18, 5, 148526, 183359, 195.26
2026/03/05 02:18:53.962, 0, 18, 5, 148526, 183359, 198.76
2026/03/05 02:18:54.991, 0, 18, 6, 148526, 183359, 195.68
2026/03/05 02:18:56.019, 0, 18, 6, 148526, 183359, 200.07
2026/03/05 02:18:57.049, 0, 18, 6, 148526, 183359, 196.62
2026/03/05 02:18:58.078, 0, 18, 6, 148526, 183359, 199.21
2026/03/05 02:18:59.109, 0, 17, 6, 148526, 183359, 196.55
2026/03/05 02:19:00.139, 0, 18, 6, 148526, 183359, 198.71
2026/03/05 02:19:01.168, 0, 18, 6, 148526, 183359, 196.50
2026/03/05 02:19:02.199, 0, 18, 6, 148526, 183359, 198.03
2026/03/05 02:19:03.228, 0, 18, 6, 148526, 183359, 200.40
2026/03/05 02:19:04.259, 0, 18, 6, 148526, 183359, 201.13
2026/03/05 02:19:05.287, 0, 18, 6, 148526, 183359, 201.31
2026/03/05 02:19:06.317, 0, 18, 6, 148526, 183359, 197.48
2026/03/05 02:19:07.346, 0, 18, 6, 148526, 183359, 200.68
2026/03/05 02:19:08.380, 0, 18, 6, 148526, 183359, 201.98
2026/03/05 02:19:09.410, 0, 18, 6, 148526, 183359, 200.85
2026/03/05 02:19:10.439, 0, 18, 6, 148526, 183359, 200.85
2026/03/05 02:19:11.470, 0, 18, 6, 148526, 183359, 198.65
2026/03/05 02:19:12.499, 0, 18, 6, 148526, 183359, 199.32
2026/03/05 02:19:13.531, 0, 18, 6, 148526, 183359, 198.76
2026/03/05 02:19:14.560, 0, 18, 6, 148526, 183359, 202.01
2026/03/05 02:19:15.591, 0, 18, 6, 148526, 183359, 201.06
2026/03/05 02:19:16.620, 0, 18, 6, 148526, 183359, 204.12
2026/03/05 02:19:17.649, 0, 18, 6, 148526, 183359, 200.33
2026/03/05 02:19:18.678, 0, 18, 6, 148526, 183359, 198.72
2026/03/05 02:19:19.708, 0, 18, 6, 148526, 183359, 200.33
2026/03/05 02:19:20.736, 0, 18, 6, 148526, 183359, 200.51
2026/03/05 02:19:21.766, 0, 18, 6, 148526, 183359, 201.71
2026/03/05 02:19:22.795, 0, 18, 6, 148526, 183359, 203.86
2026/03/05 02:19:23.827, 0, 17, 6, 148526, 183359, 201.66
2026/03/05 02:19:24.855, 0, 85, 13, 148526, 183359, 281.53
2026/03/05 02:19:25.886, 0, 17, 5, 148526, 183359, 213.01
2026/03/05 02:19:26.916, 0, 17, 5, 148526, 183359, 195.50
2026/03/05 02:19:27.945, 0, 17, 5, 148526, 183359, 195.04
2026/03/05 02:19:28.976, 0, 18, 5, 148526, 183359, 196.40
2026/03/05 02:19:30.005, 0, 17, 5, 148526, 183359, 194.16
2026/03/05 02:19:31.036, 0, 17, 5, 148526, 183359, 195.86
2026/03/05 02:19:32.064, 0, 18, 5, 148526, 183359, 197.42
2026/03/05 02:19:33.094, 0, 18, 5, 148526, 183359, 196.64
2026/03/05 02:19:34.123, 0, 17, 5, 148526, 183359, 196.54
2026/03/05 02:19:35.151, 0, 18, 5, 148526, 183359, 198.61
2026/03/05 02:19:36.182, 0, 17, 5, 148526, 183359, 195.12
2026/03/05 02:19:37.209, 0, 18, 6, 148526, 183359, 199.30
2026/03/05 02:19:38.239, 0, 18, 6, 148526, 183359, 201.98
2026/03/05 02:19:39.267, 0, 18, 6, 148526, 183359, 197.82
2026/03/05 02:19:40.295, 0, 18, 6, 148526, 183359, 201.02
2026/03/05 02:19:41.324, 0, 18, 6, 148526, 183359, 202.40
2026/03/05 02:19:42.353, 0, 18, 6, 148526, 183359, 200.89
2026/03/05 02:19:43.386, 0, 18, 6, 148526, 183359, 201.70
2026/03/05 02:19:44.414, 0, 19, 6, 148526, 183359, 199.37
2026/03/05 02:19:45.445, 0, 18, 6, 148526, 183359, 200.41
2026/03/05 02:19:46.474, 0, 18, 6, 148526, 183359, 199.88
2026/03/05 02:19:47.504, 0, 18, 6, 148526, 183359, 199.94
2026/03/05 02:19:48.535, 0, 18, 6, 148526, 183359, 198.17
2026/03/05 02:19:49.566, 0, 18, 6, 148526, 183359, 201.74
2026/03/05 02:19:50.594, 0, 18, 6, 148526, 183359, 201.22
2026/03/05 02:19:51.624, 0, 18, 6, 148526, 183359, 198.60
2026/03/05 02:19:52.655, 0, 16, 5, 148526, 183359, 199.29
2026/03/05 02:19:53.691, 0, 17, 5, 148526, 183359, 197.80
2026/03/05 02:19:54.725, 0, 17, 6, 148526, 183359, 192.32
2026/03/05 02:19:55.754, 0, 17, 6, 148526, 183359, 200.81
2026/03/05 02:19:56.787, 0, 18, 6, 148526, 183359, 199.83
2026/03/05 02:19:57.819, 0, 18, 6, 148526, 183359, 199.94
2026/03/05 02:19:58.853, 0, 17, 6, 148526, 183359, 199.75
2026/03/05 02:19:59.884, 0, 17, 6, 148526, 183359, 201.55
2026/03/05 02:20:00.918, 0, 17, 6, 148526, 183359, 197.23
2026/03/05 02:20:01.947, 0, 17, 6, 148526, 183359, 202.49
