label,m,n,k,dtype,iters,avg_ms,p50_ms,p99_ms,avg_tflops,p50_tflops,p99_tflops,physical_gpu,app_sm_mhz,app_mem_mhz,cur_sm_mhz,cur_mem_mhz
localhost_gpu0,16384,16384,16384,bf16,50,6.913731535896659,6.916623096913099,6.923350039869547,1272.264185633759,1271.7323033162977,1270.4966485233122,0,1965,3996,1155,3996
