timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/03/05 14:47:58.299, 0, 0, 0, 148526, 183359, 156.70
2026/03/05 14:47:58.329, 0, 0, 0, 148526, 183359, 156.70
2026/03/05 14:47:59.359, 0, 0, 0, 148526, 183359, 156.48
2026/03/05 14:48:00.389, 0, 0, 0, 148526, 183359, 156.51
2026/03/05 14:48:01.420, 0, 0, 0, 148526, 183359, 156.62
2026/03/05 14:48:02.448, 0, 0, 0, 148526, 183359, 156.62
2026/03/05 14:48:03.481, 0, 0, 0, 148526, 183359, 156.50
2026/03/05 14:48:04.511, 0, 0, 0, 148526, 183359, 156.54
2026/03/05 14:48:05.543, 0, 0, 0, 148526, 183359, 156.50
2026/03/05 14:48:06.573, 0, 0, 0, 148526, 183359, 156.49
2026/03/05 14:48:07.601, 0, 0, 0, 148526, 183359, 156.42
2026/03/05 14:48:08.629, 0, 0, 0, 148526, 183359, 156.60
2026/03/05 14:48:09.661, 0, 12, 2, 148526, 183359, 167.16
2026/03/05 14:48:10.690, 0, 10, 2, 148526, 183359, 172.64
2026/03/05 14:48:11.722, 0, 11, 2, 148526, 183359, 177.42
2026/03/05 14:48:12.752, 0, 14, 2, 148526, 183359, 177.12
2026/03/05 14:48:13.783, 0, 12, 3, 148526, 183359, 175.75
2026/03/05 14:48:14.810, 0, 12, 3, 148526, 183359, 180.93
2026/03/05 14:48:15.841, 0, 12, 3, 148526, 183359, 175.86
2026/03/05 14:48:16.868, 0, 13, 3, 148526, 183359, 182.73
2026/03/05 14:48:17.897, 0, 13, 3, 148526, 183359, 174.81
2026/03/05 14:48:18.925, 0, 13, 3, 148526, 183359, 178.38
2026/03/05 14:48:19.954, 0, 13, 3, 148526, 183359, 183.66
2026/03/05 14:48:20.980, 0, 14, 4, 148526, 183359, 186.93
2026/03/05 14:48:22.008, 0, 14, 4, 148526, 183359, 188.18
2026/03/05 14:48:23.037, 0, 14, 4, 148526, 183359, 187.75
2026/03/05 14:48:24.068, 0, 14, 4, 148526, 183359, 184.76
2026/03/05 14:48:25.096, 0, 14, 4, 148526, 183359, 186.22
