timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/03/05 15:07:45.006, 0, 0, 0, 148526, 183359, 156.29
2026/03/05 15:07:45.036, 0, 0, 0, 148526, 183359, 156.29
2026/03/05 15:07:46.065, 0, 0, 0, 148526, 183359, 156.29
2026/03/05 15:07:47.100, 0, 0, 0, 148526, 183359, 156.26
2026/03/05 15:07:48.131, 0, 0, 0, 148526, 183359, 156.31
2026/03/05 15:07:49.163, 0, 0, 0, 148526, 183359, 156.27
2026/03/05 15:07:50.194, 0, 0, 0, 148526, 183359, 156.34
2026/03/05 15:07:51.228, 0, 0, 0, 148526, 183359, 156.22
2026/03/05 15:07:52.258, 0, 0, 0, 148526, 183359, 156.25
2026/03/05 15:07:53.290, 0, 0, 0, 148526, 183359, 156.27
2026/03/05 15:07:54.319, 0, 0, 0, 148526, 183359, 156.26
2026/03/05 15:07:55.349, 0, 29, 5, 148526, 183359, 186.84
2026/03/05 15:07:56.378, 0, 23, 4, 148526, 183359, 219.05
2026/03/05 15:07:57.406, 0, 35, 6, 148526, 183359, 236.72
2026/03/05 15:07:58.435, 0, 30, 6, 148526, 183359, 255.33
2026/03/05 15:07:59.463, 0, 23, 6, 148526, 183359, 268.30
2026/03/05 15:08:00.491, 0, 30, 7, 148526, 183359, 286.65
2026/03/05 15:08:01.523, 0, 31, 7, 148526, 183359, 263.50
2026/03/05 15:08:02.555, 0, 33, 8, 148526, 183359, 264.16
2026/03/05 15:08:03.587, 0, 33, 8, 148526, 183359, 280.99
2026/03/05 15:08:04.614, 0, 40, 9, 148526, 183359, 260.37
2026/03/05 15:08:05.644, 0, 54, 11, 148526, 183359, 268.33
2026/03/05 15:08:06.671, 0, 40, 10, 148526, 183359, 297.73
2026/03/05 15:08:07.698, 0, 33, 9, 148526, 183359, 295.35
2026/03/05 15:08:08.726, 0, 35, 9, 148526, 183359, 289.14
2026/03/05 15:08:09.757, 0, 46, 11, 148526, 183359, 312.98
2026/03/05 15:08:10.789, 0, 37, 10, 148526, 183359, 272.86
2026/03/05 15:08:11.815, 0, 36, 10, 148526, 183359, 261.49
2026/03/05 15:08:12.844, 0, 36, 10, 148526, 183359, 261.07
2026/03/05 15:08:13.875, 0, 36, 10, 148526, 183359, 261.38
2026/03/05 15:08:14.906, 0, 36, 10, 148526, 183359, 259.91
2026/03/05 15:08:15.934, 0, 37, 11, 148526, 183359, 259.50
2026/03/05 15:08:16.963, 0, 34, 10, 148526, 183359, 264.70
2026/03/05 15:08:17.989, 0, 36, 11, 148526, 183359, 265.22
2026/03/05 15:08:19.017, 0, 37, 11, 148526, 183359, 263.38
2026/03/05 15:08:20.048, 0, 37, 11, 148526, 183359, 262.12
2026/03/05 15:08:21.080, 0, 37, 11, 148526, 183359, 261.33
2026/03/05 15:08:22.108, 0, 35, 11, 148526, 183359, 263.55
2026/03/05 15:08:23.135, 0, 36, 11, 148526, 183359, 260.69
2026/03/05 15:08:24.165, 0, 37, 11, 148526, 183359, 264.30
2026/03/05 15:08:25.193, 0, 37, 11, 148526, 183359, 261.73
2026/03/05 15:08:26.225, 0, 37, 11, 148526, 183359, 262.52
2026/03/05 15:08:27.252, 0, 36, 11, 148526, 183359, 264.93
2026/03/05 15:08:28.281, 0, 37, 11, 148526, 183359, 271.12
2026/03/05 15:08:29.311, 0, 37, 11, 148526, 183359, 267.10
2026/03/05 15:08:30.342, 0, 37, 11, 148526, 183359, 266.62
2026/03/05 15:08:31.374, 0, 36, 11, 148526, 183359, 267.69
2026/03/05 15:08:32.401, 0, 37, 11, 148526, 183359, 264.69
2026/03/05 15:08:33.433, 0, 36, 11, 148526, 183359, 264.74
2026/03/05 15:08:34.465, 0, 38, 12, 148526, 183359, 265.44
2026/03/05 15:08:35.494, 0, 37, 11, 148526, 183359, 268.84
2026/03/05 15:08:36.521, 0, 37, 12, 148526, 183359, 269.10
2026/03/05 15:08:37.551, 0, 35, 11, 148526, 183359, 285.35
2026/03/05 15:08:38.582, 0, 37, 12, 148526, 183359, 297.49
2026/03/05 15:08:39.615, 0, 40, 12, 148526, 183359, 304.83
2026/03/05 15:08:40.644, 0, 36, 11, 148526, 183359, 284.29
2026/03/05 15:08:41.672, 0, 34, 11, 148526, 183359, 263.60
2026/03/05 15:08:42.700, 0, 33, 10, 148526, 183359, 246.67
2026/03/05 15:08:43.733, 0, 33, 10, 148526, 183359, 255.04
2026/03/05 15:08:44.763, 0, 31, 9, 148526, 183359, 240.56
2026/03/05 15:08:45.791, 0, 29, 9, 148526, 183359, 237.87
2026/03/05 15:08:46.819, 0, 29, 9, 148526, 183359, 240.49
2026/03/05 15:08:47.847, 0, 26, 8, 148526, 183359, 232.11
2026/03/05 15:08:48.876, 0, 24, 7, 148526, 183359, 232.36
2026/03/05 15:08:49.907, 0, 22, 7, 148526, 183359, 216.63
2026/03/05 15:08:50.935, 0, 21, 7, 148526, 183359, 213.79
2026/03/05 15:08:51.963, 0, 19, 6, 148526, 183359, 210.30
2026/03/05 15:08:52.992, 0, 18, 6, 148526, 183359, 202.73
2026/03/05 15:08:54.027, 0, 18, 6, 148526, 183359, 203.60
2026/03/05 15:08:55.057, 0, 18, 6, 148526, 183359, 204.48
2026/03/05 15:08:56.089, 0, 18, 6, 148526, 183359, 200.44
2026/03/05 15:08:57.117, 0, 18, 6, 148526, 183359, 204.30
2026/03/05 15:08:58.149, 0, 18, 6, 148526, 183359, 201.48
2026/03/05 15:08:59.177, 0, 18, 6, 148526, 183359, 207.08
2026/03/05 15:09:00.207, 0, 18, 6, 148526, 183359, 203.26
2026/03/05 15:09:01.235, 0, 18, 6, 148526, 183359, 199.79
2026/03/05 15:09:02.265, 0, 18, 6, 148526, 183359, 203.82
2026/03/05 15:09:03.293, 0, 18, 6, 148526, 183359, 204.61
2026/03/05 15:09:04.325, 0, 18, 6, 148526, 183359, 206.21
2026/03/05 15:09:05.351, 0, 18, 6, 148526, 183359, 201.24
2026/03/05 15:09:06.380, 0, 19, 6, 148526, 183359, 205.92
2026/03/05 15:09:07.410, 0, 18, 6, 148526, 183359, 207.63
2026/03/05 15:09:08.441, 0, 18, 6, 148526, 183359, 207.28
2026/03/05 15:09:09.470, 0, 18, 6, 148526, 183359, 199.27
2026/03/05 15:09:10.499, 0, 18, 6, 148526, 183359, 203.49
2026/03/05 15:09:11.528, 0, 19, 6, 148526, 183359, 203.92
2026/03/05 15:09:12.556, 0, 19, 6, 148526, 183359, 203.68
2026/03/05 15:09:13.586, 0, 19, 6, 148526, 183359, 214.29
2026/03/05 15:09:14.615, 0, 19, 6, 148526, 183359, 203.69
2026/03/05 15:09:15.642, 0, 19, 6, 148526, 183359, 206.64
2026/03/05 15:09:16.670, 0, 18, 6, 148526, 183359, 202.37
2026/03/05 15:09:17.702, 0, 19, 6, 148526, 183359, 203.16
2026/03/05 15:09:18.733, 0, 19, 6, 148526, 183359, 200.60
2026/03/05 15:09:19.762, 0, 17, 6, 148526, 183359, 203.05
2026/03/05 15:09:20.793, 0, 16, 5, 148526, 183359, 196.97
2026/03/05 15:09:21.821, 0, 13, 4, 148526, 183359, 187.74
