timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/03/05 15:00:36.112, 0, 0, 0, 148526, 183359, 156.57
2026/03/05 15:00:36.140, 0, 0, 0, 148526, 183359, 156.57
2026/03/05 15:00:37.170, 0, 0, 0, 148526, 183359, 156.59
2026/03/05 15:00:38.199, 0, 0, 0, 148526, 183359, 156.62
2026/03/05 15:00:39.230, 0, 0, 0, 148526, 183359, 156.76
2026/03/05 15:00:40.261, 0, 0, 0, 148526, 183359, 156.73
2026/03/05 15:00:41.292, 0, 0, 0, 148526, 183359, 156.65
2026/03/05 15:00:42.321, 0, 0, 0, 148526, 183359, 159.01
2026/03/05 15:00:43.353, 0, 0, 0, 148526, 183359, 156.68
2026/03/05 15:00:44.385, 0, 0, 0, 148526, 183359, 156.57
2026/03/05 15:00:45.415, 0, 0, 0, 148526, 183359, 156.51
2026/03/05 15:00:46.446, 0, 20, 3, 148526, 183359, 164.74
2026/03/05 15:00:47.477, 0, 19, 4, 148526, 183359, 189.98
2026/03/05 15:00:48.509, 0, 13, 3, 148526, 183359, 180.60
2026/03/05 15:00:49.537, 0, 18, 4, 148526, 183359, 194.14
2026/03/05 15:00:50.569, 0, 14, 4, 148526, 183359, 198.72
2026/03/05 15:00:51.600, 0, 15, 4, 148526, 183359, 191.20
2026/03/05 15:00:52.632, 0, 22, 5, 148526, 183359, 193.57
2026/03/05 15:00:53.664, 0, 24, 6, 148526, 183359, 203.78
2026/03/05 15:00:54.697, 0, 17, 5, 148526, 183359, 201.64
2026/03/05 15:00:55.727, 0, 24, 6, 148526, 183359, 215.09
2026/03/05 15:00:56.757, 0, 18, 6, 148526, 183359, 209.60
2026/03/05 15:00:57.786, 0, 18, 6, 148526, 183359, 214.21
2026/03/05 15:00:58.812, 0, 26, 6, 148526, 183359, 226.73
2026/03/05 15:00:59.842, 0, 19, 6, 148526, 183359, 210.93
2026/03/05 15:01:00.870, 0, 26, 7, 148526, 183359, 237.15
2026/03/05 15:01:01.901, 0, 24, 7, 148526, 183359, 234.77
2026/03/05 15:01:02.929, 0, 20, 6, 148526, 183359, 218.32
2026/03/05 15:01:03.959, 0, 21, 6, 148526, 183359, 215.74
